id_mo,year,mo_year,calc,circulation,circulation_source,unique_users,unique_users_source,reach_nat,reach_nat_source,reach_reg,reach_reg_source,market_share,market_share_source,comments
300030,2000-12-01,3000302000,0,99,99,99,99,99.0,99,99.0,99,99.0,99,KA
300030,2001-12-01,3000302001,0,99,99,99,99,99.0,99,99.0,99,99.0,99,KA
300030,2002-12-01,3000302002,0,99,99,99,99,99.0,99,99.0,99,99.0,99,KA
300030,2003-12-01,3000302003,0,99,99,99,99,99.0,99,99.0,99,99.0,99,KA
300030,2004-12-01,3000302004,0,99,99,99,99,99.0,99,99.0,99,99.0,99,KA
300030,2005-12-01,3000302005,0,99,99,99,99,99.0,99,99.0,99,99.0,99,KA
300030,2006-12-01,3000302006,0,99,99,99,99,99.0,99,99.0,99,99.0,99,KA
300030,2007-12-01,3000302007,0,99,99,99,99,99.0,99,99.0,99,99.0,99,KA
300030,2008-12-01,3000302008,0,99,99,99,99,99.0,99,99.0,99,99.0,99,KA
300030,2009-12-01,3000302009,0,99,99,99,99,99.0,99,99.0,99,99.0,99,KA
300030,2010-12-01,3000302010,0,99,99,99,99,99.0,99,99.0,99,99.0,99,KA
300040,2006-12-01,3000402006,0,99,99,99,99,99.0,99,99.0,99,99.0,99,KA
300040,2011-12-01,3000402011,0,99,99,99,99,99.0,99,99.0,99,0.0,1102021,KA
300040,2012-12-01,3000402012,0,99,99,99,99,4.9,1702012,99.0,99,99.0,99,KA
300040,2013-12-01,3000402013,0,99,99,99,99,99.0,99,99.0,99,1.0,1102021,KA
300040,2014-12-01,3000402014,0,99,99,99,99,99.0,99,99.0,99,1.0,1102021,KA
300040,2015-12-01,3000402015,0,99,99,99,99,99.0,99,99.0,99,2.0,1102021,KA
300040,2016-12-01,3000402016,0,99,99,99,99,99.0,99,99.0,99,2.0,1102021,KA
300040,2017-12-01,3000402017,0,99,99,99,99,99.0,99,99.0,99,2.0,1102021,KA
300040,2018-12-01,3000402018,0,99,99,99,99,99.0,99,99.0,99,2.2,1102021,KA
300040,2019-12-01,3000402019,0,99,99,99,99,99.0,99,99.0,99,2.3,1102021,KA
300040,2020-12-01,3000402020,0,99,99,99,99,99.0,99,99.0,99,2.3,1702020,KA
300040,2021-12-01,3000402021,0,99,99,99,99,99.0,99,99.0,99,99.0,99,KA
300040,2022-12-01,3000402022,0,99,99,99,99,99.0,99,99.0,99,2.9,1702022,KA
300049,2006-12-01,3000492006,0,99,99,99,99,99.0,99,99.0,99,99.0,99,KA
300050,2007-12-01,3000502007,0,99,99,99,99,99.0,99,99.0,99,99.0,99,KA
300050,2008-12-01,3000502008,0,99,99,99,99,99.0,99,99.0,99,99.0,99,KA
300050,2009-12-01,3000502009,0,99,99,99,99,99.0,99,99.0,99,99.0,99,KA
300050,2010-12-01,3000502010,0,99,99,99,99,99.0,99,99.0,99,99.0,99,KA
300050,2011-12-01,3000502011,0,99,99,99,99,99.0,99,99.0,99,99.0,99,KA
300050,2012-12-01,3000502012,0,99,99,99,99,1.7,1702012,99.0,99,0.3,1702012,KA
300050,2013-12-01,3000502013,0,99,99,99,99,99.0,99,99.0,99,0.4,1702013,KA
300050,2014-12-01,3000502014,0,99,99,99,99,99.0,99,99.0,99,0.4,1702014,KA
300050,2015-12-01,3000502015,0,99,99,99,99,99.0,99,99.0,99,0.5,1702015,KA
300050,2016-12-01,3000502016,0,99,99,99,99,99.0,99,99.0,99,0.6,1702016,KA
300050,2017-12-01,3000502017,0,99,99,99,99,99.0,99,99.0,99,0.4,1702017,KA
300050,2018-12-01,3000502018,0,99,99,99,99,99.0,99,99.0,99,0.5,1702018,KA
300050,2019-12-01,3000502019,0,99,99,99,99,99.0,99,99.0,99,0.6,1702019,KA
300050,2020-12-01,3000502020,0,99,99,99,99,99.0,99,99.0,99,0.7,1702020,KA
300050,2021-12-01,3000502021,0,99,99,99,99,99.0,99,99.0,99,99.0,99,KA
300050,2022-12-01,3000502022,0,99,99,99,99,99.0,99,99.0,99,0.5,1702022,KA
300060,1991-12-01,3000601991,0,99,99,99,99,0.9,1601993,99.0,99,99.0,99,KA
300060,1992-12-01,3000601992,0,99,99,99,99,1.0,1601993,99.0,99,99.0,99,KA
300060,1993-12-01,3000601993,0,99,99,99,99,99.0,99,99.0,99,1.0,1102008,KA
300060,1994-12-01,3000601994,0,99,99,99,99,99.0,99,99.0,99,1.0,1102008,KA
300060,1995-12-01,3000601995,0,99,99,99,99,99.0,99,99.0,99,1.0,1102008,KA
300060,1996-12-01,3000601996,0,99,99,99,99,99.0,99,99.0,99,1.0,1102008,KA
300060,1997-12-01,3000601997,0,99,99,99,99,99.0,99,99.0,99,1.0,1102008,KA
300060,1998-12-01,3000601998,0,99,99,99,99,0.8,1201998,99.0,99,1.0,1102008,KA
300060,1999-12-01,3000601999,0,99,99,99,99,1.0,1201999,99.0,99,1.0,1102008,KA
300060,2000-12-01,3000602000,0,99,99,99,99,1.1,1202000,99.0,99,1.0,1102021,KA
300060,2001-12-01,3000602001,0,99,99,99,99,99.0,99,99.0,99,1.0,1102011,KA
300060,2002-12-01,3000602002,0,99,99,99,99,99.0,99,99.0,99,1.0,1102011,KA
300060,2003-12-01,3000602003,0,99,99,99,99,99.0,99,99.0,99,1.0,1102011,KA
300060,2004-12-01,3000602004,0,99,99,99,99,99.0,99,99.0,99,1.0,1102011,KA
300060,2005-12-01,3000602005,0,99,99,99,99,99.0,99,99.0,99,1.0,1102021,KA
300060,2006-12-01,3000602006,0,99,99,99,99,99.0,99,99.0,99,1.0,1102016,KA
300060,2007-12-01,3000602007,0,99,99,99,99,99.0,99,99.0,99,2.0,1102018,KA
300060,2008-12-01,3000602008,0,99,99,99,99,99.0,99,99.0,99,2.0,1102019,KA
300060,2009-12-01,3000602009,0,99,99,99,99,99.0,99,99.0,99,2.0,1102019,KA
300060,2010-12-01,3000602010,0,99,99,99,99,99.0,99,99.0,99,2.0,1102021,KA
300060,2011-12-01,3000602011,0,99,99,99,99,99.0,99,99.0,99,2.0,1102021,KA
300060,2012-12-01,3000602012,0,99,99,99,99,99.0,99,99.0,99,2.0,1102021,KA
300060,2013-12-01,3000602013,0,99,99,99,99,99.0,99,99.0,99,2.0,1102021,KA
300060,2014-12-01,3000602014,0,99,99,99,99,99.0,99,99.0,99,2.0,1102021,KA
300060,2015-12-01,3000602015,0,99,99,99,99,99.0,99,99.0,99,2.0,1102021,KA
300060,2016-12-01,3000602016,0,99,99,99,99,99.0,99,99.0,99,2.0,1102021,KA
300060,2017-12-01,3000602017,0,99,99,99,99,99.0,99,99.0,99,1.7,1102021,KA
300060,2018-12-01,3000602018,0,99,99,99,99,99.0,99,99.0,99,1.6,1102021,KA
300060,2019-12-01,3000602019,0,99,99,99,99,99.0,99,99.0,99,1.5,1102021,KA
300060,2020-12-01,3000602020,0,99,99,99,99,99.0,99,99.0,99,1.5,1102021,KA
300060,2021-12-01,3000602021,0,99,99,99,99,99.0,99,99.0,99,1.4,1102021,KA
300060,2022-12-01,3000602022,1,99,99,99,99,99.0,99,99.0,99,99.0,99,KA
300060,2023-12-01,3000602023,1,99,99,99,99,99.0,99,99.0,99,99.0,99,KA
300070,1997-12-01,3000701997,1,99,99,99,99,99.0,99,99.0,99,99.0,99,KA
300070,1998-12-01,3000701998,1,99,99,99,99,99.0,99,99.0,99,99.0,99,KA
300070,1999-12-01,3000701999,1,99,99,99,99,99.0,99,99.0,99,99.0,99,KA
300070,2000-12-01,3000702000,1,99,99,99,99,99.0,99,99.0,99,99.0,99,KA
300080,2004-12-01,3000802004,1,99,99,99,99,99.0,99,99.0,99,99.0,99,KA
300080,2005-12-01,3000802005,1,99,99,99,99,99.0,99,99.0,99,99.0,99,KA
300080,2006-12-01,3000802006,1,99,99,99,99,99.0,99,99.0,99,99.0,99,KA
300080,2007-12-01,3000802007,1,99,99,99,99,99.0,99,99.0,99,99.0,99,KA
300080,2008-12-01,3000802008,1,99,99,99,99,99.0,99,99.0,99,99.0,99,KA
300080,2009-12-01,3000802009,1,99,99,99,99,99.0,99,99.0,99,99.0,99,KA
300080,2010-12-01,3000802010,1,99,99,99,99,99.0,99,99.0,99,99.0,99,KA
300080,2011-12-01,3000802011,1,99,99,99,99,99.0,99,99.0,99,99.0,99,KA
300080,2012-12-01,3000802012,1,99,99,99,99,99.0,99,99.0,99,99.0,99,KA
300080,2013-12-01,3000802013,1,99,99,99,99,99.0,99,99.0,99,99.0,99,KA
300080,2014-12-01,3000802014,1,99,99,99,99,99.0,99,99.0,99,99.0,99,KA
300080,2015-12-01,3000802015,1,99,99,99,99,99.0,99,99.0,99,99.0,99,KA
300080,2016-12-01,3000802016,1,99,99,99,99,99.0,99,99.0,99,99.0,99,KA
300080,2017-12-01,3000802017,1,99,99,99,99,99.0,99,99.0,99,99.0,99,KA
300080,2018-12-01,3000802018,1,99,99,99,99,99.0,99,99.0,99,99.0,99,KA
300080,2019-12-01,3000802019,1,99,99,99,99,99.0,99,99.0,99,99.0,99,KA
300080,2020-12-01,3000802020,1,99,99,99,99,99.0,99,99.0,99,99.0,99,KA
300080,2021-12-01,3000802021,1,99,99,99,99,99.0,99,99.0,99,99.0,99,KA
300080,2022-12-01,3000802022,1,99,99,99,99,99.0,99,99.0,99,99.0,99,KA
300080,2023-12-01,3000802023,1,99,99,99,99,99.0,99,99.0,99,99.0,99,KA
300100,2005-12-01,3001002005,1,99,99,99,99,99.0,99,99.0,99,99.0,99,KA
300100,2006-12-01,3001002006,1,99,99,99,99,99.0,99,99.0,99,99.0,99,KA
300100,2007-12-01,3001002007,1,99,99,99,99,99.0,99,99.0,99,99.0,99,KA
300100,2008-12-01,3001002008,1,99,99,99,99,99.0,99,99.0,99,99.0,99,KA
300100,2009-12-01,3001002009,1,99,99,99,99,99.0,99,99.0,99,99.0,99,KA
300100,2010-12-01,3001002010,1,99,99,99,99,99.0,99,99.0,99,99.0,99,KA
300100,2011-12-01,3001002011,1,99,99,99,99,99.0,99,99.0,99,99.0,99,KA
300100,2012-12-01,3001002012,1,99,99,99,99,99.0,99,99.0,99,99.0,99,KA
300100,2013-12-01,3001002013,1,99,99,99,99,99.0,99,99.0,99,99.0,99,KA
300100,2014-12-01,3001002014,1,99,99,99,99,99.0,99,99.0,99,99.0,99,KA
300100,2015-12-01,3001002015,1,99,99,99,99,99.0,99,99.0,99,99.0,99,KA
300100,2016-12-01,3001002016,1,99,99,99,99,99.0,99,99.0,99,99.0,99,KA
300100,2017-12-01,3001002017,1,99,99,99,99,99.0,99,99.0,99,99.0,99,KA
300100,2018-12-01,3001002018,1,99,99,99,99,99.0,99,99.0,99,99.0,99,KA
300100,2019-12-01,3001002019,1,99,99,99,99,99.0,99,99.0,99,99.0,99,KA
300100,2020-12-01,3001002020,1,99,99,99,99,99.0,99,99.0,99,99.0,99,KA
300100,2021-12-01,3001002021,1,99,99,99,99,99.0,99,99.0,99,99.0,99,KA
300100,2022-12-01,3001002022,1,99,99,99,99,99.0,99,99.0,99,99.0,99,KA
300100,2023-12-01,3001002023,1,99,99,99,99,99.0,99,99.0,99,99.0,99,KA
300110,2010-12-01,3001102010,1,99,99,99,99,99.0,99,99.0,99,99.0,99,KA
300110,2011-12-01,3001102011,1,99,99,99,99,99.0,99,99.0,99,99.0,99,KA
300110,2012-12-01,3001102012,1,99,99,99,99,99.0,99,99.0,99,99.0,99,KA
300110,2013-12-01,3001102013,1,99,99,99,99,99.0,99,99.0,99,99.0,99,KA
300110,2014-12-01,3001102014,1,99,99,99,99,99.0,99,99.0,99,99.0,99,KA
300110,2015-12-01,3001102015,1,99,99,99,99,99.0,99,99.0,99,99.0,99,KA
300110,2016-12-01,3001102016,1,99,99,99,99,99.0,99,99.0,99,99.0,99,KA
300110,2017-12-01,3001102017,1,99,99,99,99,99.0,99,99.0,99,99.0,99,KA
300110,2018-12-01,3001102018,1,99,99,99,99,99.0,99,99.0,99,99.0,99,KA
300110,2019-12-01,3001102019,1,99,99,99,99,99.0,99,99.0,99,99.0,99,KA
300110,2020-12-01,3001102020,1,99,99,99,99,99.0,99,99.0,99,99.0,99,KA
300110,2021-12-01,3001102021,1,99,99,99,99,99.0,99,99.0,99,99.0,99,KA
300110,2022-12-01,3001102022,1,99,99,99,99,99.0,99,99.0,99,99.0,99,KA
300110,2023-12-01,3001102023,1,99,99,99,99,99.0,99,99.0,99,99.0,99,KA
300120,2012-12-01,3001202012,1,99,99,99,99,99.0,99,99.0,99,99.0,99,KA
300120,2013-12-01,3001202013,1,99,99,99,99,99.0,99,99.0,99,99.0,99,KA
300120,2014-12-01,3001202014,1,99,99,99,99,99.0,99,99.0,99,99.0,99,KA
300120,2015-12-01,3001202015,1,99,99,99,99,99.0,99,99.0,99,99.0,99,KA
300120,2016-12-01,3001202016,1,99,99,99,99,99.0,99,99.0,99,99.0,99,KA
300120,2017-12-01,3001202017,1,99,99,99,99,99.0,99,99.0,99,99.0,99,KA
300120,2018-12-01,3001202018,1,99,99,99,99,99.0,99,99.0,99,99.0,99,KA
300120,2019-12-01,3001202019,1,99,99,99,99,99.0,99,99.0,99,99.0,99,KA
300120,2020-12-01,3001202020,1,99,99,99,99,99.0,99,99.0,99,99.0,99,KA
300120,2021-12-01,3001202021,1,99,99,99,99,99.0,99,99.0,99,99.0,99,KA
300120,2022-12-01,3001202022,1,99,99,99,99,99.0,99,99.0,99,99.0,99,KA
300120,2023-12-01,3001202023,1,99,99,99,99,99.0,99,99.0,99,99.0,99,KA
300200,1995-12-01,3002001995,1,99,99,99,99,99.0,99,99.0,99,99.0,99,KA
300200,1996-12-01,3002001996,1,99,99,99,99,99.0,99,99.0,99,99.0,99,KA
300200,1997-12-01,3002001997,1,99,99,99,99,99.0,99,99.0,99,99.0,99,KA
300200,1998-12-01,3002001998,1,99,99,99,99,99.0,99,99.0,99,99.0,99,KA
300200,1999-12-01,3002001999,1,99,99,99,99,99.0,99,99.0,99,99.0,99,KA
300200,2000-12-01,3002002000,1,99,99,99,99,99.0,99,99.0,99,99.0,99,KA
300200,2001-12-01,3002002001,1,99,99,99,99,99.0,99,99.0,99,99.0,99,KA
300200,2002-12-01,3002002002,1,99,99,99,99,99.0,99,99.0,99,99.0,99,KA
300200,2003-12-01,3002002003,1,99,99,99,99,99.0,99,99.0,99,99.0,99,KA
300200,2004-12-01,3002002004,1,99,99,99,99,99.0,99,99.0,99,99.0,99,KA
300200,2006-12-01,3002002006,1,99,99,99,99,99.0,99,99.0,99,99.0,99,KA
300200,2007-12-01,3002002007,1,99,99,99,99,99.0,99,99.0,99,99.0,99,KA
300200,2008-12-01,3002002008,1,99,99,99,99,99.0,99,99.0,99,99.0,99,KA
300210,2009-12-01,3002102009,1,99,99,99,99,99.0,99,99.0,99,99.0,99,KA
300210,2010-12-01,3002102010,1,99,99,99,99,99.0,99,99.0,99,0.0,1102021,KA
300210,2011-12-01,3002102011,1,99,99,99,99,99.0,99,99.0,99,1.0,1102021,KA
300210,2012-12-01,3002102012,1,99,99,99,99,99.0,99,99.0,99,1.0,1102021,KA
300210,2013-12-01,3002102013,1,99,99,99,99,99.0,99,99.0,99,2.0,1102021,KA
300210,2014-12-01,3002102014,1,99,99,99,99,99.0,99,99.0,99,2.0,1102021,KA
300210,2015-12-01,3002102015,1,99,99,99,99,99.0,99,99.0,99,2.0,1102021,KA
300210,2016-12-01,3002102016,1,99,99,99,99,99.0,99,99.0,99,2.0,1102021,KA
300210,2017-12-01,3002102017,1,99,99,99,99,99.0,99,99.0,99,2.1,1102021,KA
300210,2018-12-01,3002102018,1,99,99,99,99,99.0,99,99.0,99,2.4,1102021,KA
300210,2019-12-01,3002102019,1,99,99,99,99,99.0,99,99.0,99,3.0,1102021,KA
300210,2020-12-01,3002102020,1,99,99,99,99,99.0,99,99.0,99,3.4,1102021,KA
300210,2021-12-01,3002102021,1,99,99,99,99,99.0,99,99.0,99,3.7,1102021,KA
300210,2022-12-01,3002102022,1,99,99,99,99,99.0,99,99.0,99,99.0,99,KA
300210,2023-12-01,3002102023,1,99,99,99,99,99.0,99,99.0,99,99.0,99,KA
300220,1997-12-01,3002201997,1,99,99,99,99,99.0,99,99.0,99,99.0,99,KA
300220,1998-12-01,3002201998,1,99,99,99,99,99.0,99,99.0,99,99.0,99,KA
300220,1999-12-01,3002201999,1,99,99,99,99,99.0,99,99.0,99,99.0,99,KA
300231,2000-12-01,3002312000,1,99,99,99,99,99.0,99,99.0,99,0.0,1102011,KA
300231,2001-12-01,3002312001,1,99,99,99,99,99.0,99,99.0,99,1.0,1102011,KA
300231,2002-12-01,3002312002,1,99,99,99,99,99.0,99,99.0,99,0.0,1102011,KA
300232,2003-12-01,3002322003,1,99,99,99,99,99.0,99,99.0,99,1.0,1102011,KA
300232,2004-12-01,3002322004,1,99,99,99,99,9.3,1102004,99.0,99,2.0,1102011,KA
300232,2005-12-01,3002322005,1,99,99,99,99,10.5,1102006,99.0,99,2.0,1102021,KA
300233,2006-12-01,3002332006,1,99,99,99,99,11.6,1202006,99.0,99,3.0,1102016,KA
300233,2007-12-01,3002332007,1,99,99,99,99,12.3,1102008,99.0,99,3.0,1102018,KA
300233,2008-12-01,3002332008,1,99,99,99,99,13.5,1102008,99.0,99,3.0,1102019,KA
300233,2009-12-01,3002332009,1,99,99,99,99,14.7,1102010,99.0,99,4.0,1102019,KA
300233,2010-12-01,3002332010,1,99,99,99,99,15.0,1102010,99.0,99,4.0,1102021,KA
300233,2011-12-01,3002332011,1,99,99,99,99,99.0,99,99.0,99,4.0,1102021,KA
300233,2012-12-01,3002332012,1,99,99,99,99,99.0,99,99.0,99,3.0,1102021,KA
300233,2013-12-01,3002332013,1,99,99,99,99,99.0,99,99.0,99,3.0,1102021,KA
300233,2014-12-01,3002332014,1,99,99,99,99,99.0,99,99.0,99,3.0,1102021,KA
300233,2015-12-01,3002332015,1,99,99,99,99,99.0,99,99.0,99,3.0,1102021,KA
300233,2016-12-01,3002332016,1,99,99,99,99,99.0,99,99.0,99,3.0,1102021,KA
300233,2017-12-01,3002332017,1,99,99,99,99,99.0,99,99.0,99,3.3,1102021,KA
300233,2018-12-01,3002332018,1,99,99,99,99,99.0,99,99.0,99,3.3,1102021,KA
300233,2019-12-01,3002332019,1,99,99,99,99,99.0,99,99.0,99,3.5,1102021,KA
300233,2020-12-01,3002332020,1,99,99,99,99,99.0,99,99.0,99,3.2,1102021,KA
300233,2022-12-01,3002332022,1,99,99,99,99,99.0,99,99.0,99,99.0,99,KA
300233,2023-12-01,3002332023,1,99,99,99,99,99.0,99,99.0,99,99.0,99,KA
300240,2022-12-01,3002402022,1,99,99,99,99,99.0,99,99.0,99,99.0,99,KA
300240,2023-12-01,3002402023,1,99,99,99,99,99.0,99,99.0,99,99.0,99,KA
300233,2021-12-01,3002332021,1,99,99,99,99,99.0,99,99.0,99,3.0,1102021,KA
300240,2011-12-01,3002402011,1,99,99,99,99,99.0,99,99.0,99,99.0,99,KA
300240,2012-12-01,3002402012,1,99,99,99,99,99.0,99,99.0,99,99.0,99,KA
300240,2013-12-01,3002402013,1,99,99,99,99,99.0,99,99.0,99,99.0,99,KA
300240,2014-12-01,3002402014,1,99,99,99,99,99.0,99,99.0,99,99.0,99,KA
300240,2015-12-01,3002402015,1,99,99,99,99,99.0,99,99.0,99,99.0,99,KA
300240,2016-12-01,3002402016,1,99,99,99,99,99.0,99,99.0,99,99.0,99,KA
300240,2017-12-01,3002402017,1,99,99,99,99,99.0,99,99.0,99,99.0,99,KA
300240,2018-12-01,3002402018,1,99,99,99,99,99.0,99,99.0,99,99.0,99,KA
300240,2019-12-01,3002402019,1,99,99,99,99,99.0,99,99.0,99,99.0,99,KA
300240,2020-12-01,3002402020,1,99,99,99,99,99.0,99,99.0,99,99.0,99,KA
300240,2021-12-01,3002402021,1,99,99,99,99,99.0,99,99.0,99,99.0,99,KA
300251,2004-12-01,3002512004,1,99,99,99,99,99.0,99,99.0,99,99.0,99,KA
300251,2005-12-01,3002512005,1,99,99,99,99,99.0,99,99.0,99,99.0,99,KA
300251,2006-12-01,3002512006,1,99,99,99,99,99.0,99,99.0,99,99.0,99,KA
300251,2007-12-01,3002512007,1,99,99,99,99,99.0,99,99.0,99,99.0,99,KA
300252,2008-12-01,3002522008,1,99,99,99,99,99.0,99,99.0,99,1.0,1102019,KA
300252,2009-12-01,3002522009,1,99,99,99,99,99.0,99,99.0,99,2.0,1102019,KA
300252,2010-12-01,3002522010,1,99,99,99,99,99.0,99,99.0,99,3.0,1102021,KA
300252,2011-12-01,3002522011,1,99,99,99,99,99.0,99,99.0,99,3.0,1102021,KA
300252,2012-12-01,3002522012,1,99,99,99,99,99.0,99,99.0,99,3.0,1102021,KA
300252,2013-12-01,3002522013,1,99,99,99,99,99.0,99,99.0,99,4.0,1102021,KA
300252,2014-12-01,3002522014,1,99,99,99,99,99.0,99,99.0,99,4.0,1102021,KA
300252,2015-12-01,3002522015,1,99,99,99,99,99.0,99,99.0,99,3.0,1102021,KA
300252,2016-12-01,3002522016,1,99,99,99,99,99.0,99,99.0,99,3.0,1102021,KA
300252,2017-12-01,3002522017,1,99,99,99,99,99.0,99,99.0,99,3.0,1102021,KA
300252,2018-12-01,3002522018,1,99,99,99,99,99.0,99,99.0,99,3.3,1102021,KA
300252,2019-12-01,3002522019,1,99,99,99,99,99.0,99,99.0,99,3.4,1102021,KA
300252,2020-12-01,3002522020,1,99,99,99,99,99.0,99,99.0,99,3.3,1102021,KA
300252,2021-12-01,3002522021,1,99,99,99,99,99.0,99,99.0,99,3.1,1102021,KA
300252,2022-12-01,3002522022,1,99,99,99,99,99.0,99,99.0,99,99.0,99,KA
300252,2023-12-01,3002522023,1,99,99,99,99,99.0,99,99.0,99,99.0,99,KA
300260,2019-12-01,3002602019,1,99,99,99,99,99.0,99,99.0,99,99.0,99,KA
300260,2020-12-01,3002602020,1,99,99,99,99,99.0,99,99.0,99,99.0,99,KA
300260,2021-12-01,3002602021,1,99,99,99,99,99.0,99,99.0,99,99.0,99,KA
300260,2022-12-01,3002602022,1,99,99,99,99,99.0,99,99.0,99,99.0,99,KA
300260,2023-12-01,3002602023,1,99,99,99,99,99.0,99,99.0,99,99.0,99,KA
300270,1993-12-01,3002701993,1,99,99,99,99,7.3,1201993,99.0,99,5.0,1102008,KA
300270,1994-12-01,3002701994,1,99,99,99,99,8.5,1201994,99.0,99,6.0,1102008,KA
300270,1995-12-01,3002701995,1,99,99,99,99,8.5,1201995,99.0,99,5.0,1102008,KA
300270,1996-12-01,3002701996,1,99,99,99,99,8.7,1201996,99.0,99,5.0,1102008,KA
300270,1997-12-01,3002701997,1,99,99,99,99,9.0,1201997,99.0,99,6.0,1102008,KA
300271,1998-12-01,3002711998,1,99,99,99,99,8.5,1201998,99.0,99,6.0,1102008,KA
300271,1999-12-01,3002711999,1,99,99,99,99,8.7,1201999,99.0,99,5.0,1102008,KA
300271,2000-12-01,3002712000,1,99,99,99,99,8.3,1202000,99.0,99,5.0,1102021,KA
300271,2001-12-01,3002712001,1,99,99,99,99,3.6,1202001,99.0,99,5.0,1102011,KA
300271,2002-12-01,3002712002,1,99,99,99,99,8.1,1202002,99.0,99,5.0,1102011,KA
300271,2003-12-01,3002712003,1,99,99,99,99,8.4,1202003,99.0,99,5.0,1102011,KA
300271,2004-12-01,3002712004,1,99,99,99,99,8.8,1202004,99.0,99,5.0,1102011,KA
300271,2005-12-01,3002712005,1,99,99,99,99,8.4,1202005,99.0,99,4.0,1102021,KA
300271,2006-12-01,3002712006,1,99,99,99,99,8.7,1202006,99.0,99,4.0,1102016,KA
300271,2007-12-01,3002712007,1,99,99,99,99,10.2,1202007,99.0,99,5.0,1102018,KA
300271,2008-12-01,3002712008,1,99,99,99,99,11.7,1202008,99.0,99,5.0,1102019,KA
300271,2009-12-01,3002712009,1,99,99,99,99,14.7,1102010,99.0,99,5.0,1102019,KA
300271,2010-12-01,3002712010,1,99,99,99,99,15.0,1102010,99.0,99,5.0,1102021,KA
300271,2011-12-01,3002712011,1,99,99,99,99,99.0,99,99.0,99,5.0,1102021,KA
300271,2012-12-01,3002712012,1,99,99,99,99,99.0,99,99.0,99,5.0,1102021,KA
300271,2013-12-01,3002712013,1,99,99,99,99,99.0,99,99.0,99,5.0,1102021,KA
300271,2014-12-01,3002712014,1,99,99,99,99,99.0,99,99.0,99,5.0,1102021,KA
300271,2015-12-01,3002712015,1,99,99,99,99,99.0,99,99.0,99,5.0,1102021,KA
300271,2016-12-01,3002712016,1,99,99,99,99,99.0,99,99.0,99,5.0,1102021,KA
300271,2017-12-01,3002712017,1,99,99,99,99,99.0,99,99.0,99,4.1,1102021,KA
300271,2018-12-01,3002712018,1,99,99,99,99,99.0,99,99.0,99,4.0,1102021,KA
300271,2019-12-01,3002712019,1,99,99,99,99,99.0,99,99.0,99,3.0,1102021,KA
300271,2020-12-01,3002712020,1,99,99,99,99,99.0,99,99.0,99,3.2,1102021,KA
300271,2021-12-01,3002712021,1,99,99,99,99,99.0,99,99.0,99,2.7,1102021,KA
300280,1993-12-01,3002801993,1,99,99,99,99,7.7,1201993,99.0,99,6.0,1102008,KA
300280,1994-12-01,3002801994,1,99,99,99,99,8.6,1201994,99.0,99,6.0,1102008,KA
300280,1995-12-01,3002801995,1,99,99,99,99,8.4,1201995,99.0,99,6.0,1102008,KA
300280,1996-12-01,3002801996,1,99,99,99,99,7.3,1201996,99.0,99,5.0,1102008,KA
300280,1997-12-01,3002801997,1,99,99,99,99,6.8,1201997,99.0,99,5.0,1102008,KA
300280,1998-12-01,3002801998,1,99,99,99,99,6.4,1201998,99.0,99,5.0,1102008,KA
300280,1999-12-01,3002801999,1,99,99,99,99,6.1,1201999,99.0,99,5.0,1102008,KA
300281,2000-12-01,3002812000,1,99,99,99,99,6.4,1202000,99.0,99,5.0,1102021,KA
300281,2001-12-01,3002812001,1,99,99,99,99,4.3,1202001,99.0,99,5.0,1102011,KA
300281,2002-12-01,3002812002,1,99,99,99,99,8.7,1202002,99.0,99,5.0,1102011,KA
300281,2003-12-01,3002812003,1,99,99,99,99,9.1,1202003,99.0,99,5.0,1102011,KA
300281,2004-12-01,3002812004,1,99,99,99,99,9.3,1202004,99.0,99,6.0,1102011,KA
300281,2005-12-01,3002812005,1,99,99,99,99,9.2,1202005,99.0,99,6.0,1102021,KA
300281,2006-12-01,3002812006,1,99,99,99,99,9.4,1202006,99.0,99,6.0,1102016,KA
300281,2007-12-01,3002812007,1,99,99,99,99,10.9,1202007,99.0,99,7.0,1102018,KA
300281,2008-12-01,3002812008,1,99,99,99,99,12.7,1102008,99.0,99,7.0,1102019,KA
300281,2009-12-01,3002812009,1,99,99,99,99,16.0,1102010,99.0,99,7.0,1102019,KA
300281,2010-12-01,3002812010,1,99,99,99,99,15.7,1102010,99.0,99,7.0,1102021,KA
300281,2011-12-01,3002812011,1,99,99,99,99,99.0,99,99.0,99,7.0,1102021,KA
300281,2012-12-01,3002812012,1,99,99,99,99,99.0,99,99.0,99,6.0,1102021,KA
300281,2013-12-01,3002812013,1,99,99,99,99,99.0,99,99.0,99,5.0,1102021,KA
300281,2014-12-01,3002812014,1,99,99,99,99,99.0,99,99.0,99,5.0,1102021,KA
300281,2015-12-01,3002812015,1,99,99,99,99,99.0,99,99.0,99,5.0,1102021,KA
300281,2016-12-01,3002812016,1,99,99,99,99,99.0,99,99.0,99,4.0,1102021,KA
300281,2017-12-01,3002812017,1,99,99,99,99,99.0,99,99.0,99,3.9,1102021,KA
300281,2018-12-01,3002812018,1,99,99,99,99,99.0,99,99.0,99,3.6,1102021,KA
300281,2019-12-01,3002812019,1,99,99,99,99,99.0,99,99.0,99,3.3,1102021,KA
300281,2020-12-01,3002812020,1,99,99,99,99,99.0,99,99.0,99,3.0,1102021,KA
