id_mo,mo_title,id_sector,mandate,location,primary_distr_area,local,language,start_date,start_fake_date,end_date,end_fake_date,editorial_line_s,editorial_line_e,comments
140180,Kronen-Zeitung - Niederösterreich,11,2,St. Pölten,14,1,deutsch,2000-11-02,9,9999-01-01,9,Die Vielfalt der Meinungen ihres Herausgebers und der Redakteure.,KA,Erscheint ab 10.01.2003 in 4 Lokalausgaben
130953,VW Volkswille,11,4,Wien,13,0,deutsch,1971-02-02,9,1989-12-31,9,KA,KA,KA
150010,Allgemeine Tagespost,11,4,Linz,15,0,deutsch,1949-12-01,9,1950-03-20,9,KA,KA,Nach Einstellung der Zeitung erschien 160590 > Österreichische Allgemeine Zeitung mit Regionalnachrichten für Oberösterreich
150070,Arbeitersturm,11,4,Linz,15,0,deutsch,1938-03-13,9,1938-06-30,9,KA,KA,KA
150130,Kleine Tageszeitung,11,4,Linz,15,0,deutsch,1949-07-01,9,1949-12-31,9,KA,KA,KA
150240,Lambacher Nachrichtenblatt,11,99,Lambach,15,1,deutsch,1945-05-10,9,1945-06-30,1,KA,KA,KA
150270,Linzer Kurier,11,2,Linz,15,0,deutsch,1961-11-18,9,1962-03-03,9,KA,KA,KA
150282,Linzer Volksblatt [1],11,4,Linz,15,0,deutsch,1869-01-02,9,1938-06-30,9,KA,KA,KA
150283,Linzer Volksblatt [2],11,4,Linz,15,0,deutsch,1945-10-08,9,1974-09-27,9,KA,KA,"3 mal wöchentlich erschienen, ab 29.12.1945 täglich"
150290,Nachrichten am Abend,11,2,Linz,15,0,deutsch,1948-02-02,9,1948-09-30,9,KA,KA,KA
150361,Neue Kronen-Zeitung - Ausgabe für Oberösterreich [1],11,2,Linz,15,0,deutsch,1972-09-01,9,1974-08-31,9,KA,KA,KA
150362,Neue Kronen-Zeitung - Ausgabe für Oberösterreich [2],11,2,Linz,15,0,deutsch,1974-12-31,9,2000-10-31,9,KA,KA,ab 31.03.1977: Oberösterreich
150491,Neue Zeit [1],11,4,Linz,15,0,deutsch,1945-10-09,9,1950-06-30,9,KA,KA,"3 mal wöchentlich erschienen, ab 02.01.1946 täglich"
150492,Neue Zeit und Salzburger Tagblatt ,11,4,Linz,15,0,deutsch,1950-07-01,9,1957-07-01,9,KA,KA,KA
150530,Neues Volksblatt,11,4,Linz,15,0,deutsch,1974-09-28,9,2018-09-10,9,KA,KA,KA
150540,Oberdonauzeitung,11,4,Linz,15,1,deutsch,1943-01-01,9,1945-05-04,9,KA,KA,KA
150560,Oberösterreichische Nachrichten am Abend,11,2,Linz,15,0,deutsch,1947-05-05,9,1948-01-31,9,KA,KA,KA
150571,Oberösterreichisches Tagblatt,11,4,Linz,15,0,deutsch,1975-11-28,9,1987-06-01,9,KA,KA,KA
150572,Oberösterreichisches Tagblatt - Neue AZ,11,4,Linz,15,0,deutsch,1987-06-02,9,1989-12-11,9,KA,KA,KA
150610,Salzburger Nachrichten - [Ausgabe für Oberösterreich],11,2,Salzburg,15,0,deutsch,1957-01-01,4,1958-11-28,9,KA,KA,KA
150630,Salzkammergut Beobachter - Tagesausgabe,11,4,Gmunden,15,1,deutsch,1938-03-12,9,1938-04-23,9,KA,KA,Unter gleichem Titel erschien auch eine Wochenausgabe
150650,Salzkammergut Stimmen,11,5,Bad Ischl,15,1,deutsch,1945-05-23,9,1945-05-26,9,KA,KA,2 mal wöchentlich / Österreichische Freiheitsbewegung für Bad Ischl und Umgebung
150660,Salzkammergut Tageszeitung,11,4,Gmunden,15,1,deutsch,1938-04-25,9,1930-07-30,9,KA,KA,KA
150680,Salzkammergut Volksstimme,11,4,Gmunden,15,1,deutsch,1938-08-01,9,1938-12-31,9,KA,KA,KA
150700,Salzkammergut-Zeitung,11,99,Gmunden,15,1,deutsch,1914-08-01,9,1916-10-31,9,KA,KA,KA
150710,Neueste Post,11,99,Gmunden,15,1,deutsch,1916-11-01,9,1938-03-11,9,KA,KA,KA
150720,Steyrer Volksstimme,11,4,Linz,15,1,deutsch,1938-09-01,9,1938-12-30,9,KA,KA,KA
150741,Steyrer Zeitung [1],11,99,Steyr,15,1,deutsch,1876-01-02,9,1936-12-30,9,KA,KA,3 mal wöchentlich
150742,Steyrer Zeitung [2],11,99,Steyr,15,1,deutsch,1937-07-04,9,1938-08-30,9,KA,KA,2-3 mal wöchentlich
150750,täglich Alles für Oberösterreich,11,2,KA,15,0,deutsch,1992-09-15,9,1999-01-03,9,KA,KA,KA
150771,Tagblatt,11,4,Linz,15,0,deutsch,1916-01-01,9,1932-10-17,9,KA,KA,KA
150772,Tagblatt mit Arbeiter-Zeitung,11,4,Wien,15,0,deutsch,1932-10-18,9,1933-06-30,9,KA,KA,KA
150773,Tagblatt [1],11,4,Linz,15,0,deutsch,1933-07-01,9,1938-03-11,9,KA,KA,KA
150774,Tagblatt [2],11,4,Linz,15,0,deutsch,1945-10-08,9,1975-11-27,9,KA,KA,"3 mal wöchentlich, ab 01.01.1946 täglich"
150775,AZ Tagblatt,11,2,Linz,15,0,deutsch,1989-12-12,9,1991-10-31,9,KA,KA,KA
150790,Tages-Echo,11,4,Linz,15,0,deutsch,1949-09-15,9,1949-10-22,9,KA,KA,3 mal wöchentlich
150880,Unabhängige Kronen-Zeitung - Ausgabe für Oberösterreich,11,2,Linz,15,0,deutsch,1968-05-16,9,1972-08-31,9,KA,KA,KA
150911,Volksstimme [1],11,4,Linz,15,0,deutsch,1931-04-03,9,1931-08-29,9,KA,KA,KA
150912,Volksstimme [2],11,4,Linz,15,0,deutsch,1938-07-01,9,1942-12-31,9,KA,KA,KA
150990,Welser Zeitung,11,99,Wels,15,1,deutsch,1945-05-08,9,1945-05-09,9,KA,KA,KA
151280,Linzer Abendbote,11,2,Linz,15,0,deutsch,1855-07-02,9,1868-12-31,9,KA,KA,KA
151281,Österreichische Nachrichten,11,4,Linz,15,0,deutsch,1945-06-01,9,1945-08-24,9,KA,KA,KA
151282,Mühlviertler Post,11,4,Linz,15,1,deutsch,1945-08-27,9,1946-01-31,9,KA,KA,Dreiparteienblatt / 3 mal wöchentlich
151283,Mühlviertler Bote,11,4,Linz,15,1,deutsch,1946-02-02,9,1956-06-30,9,KA,KA,2-3 mal wöchentlich
150180,Kronen-Zeitung - Oberösterreich,11,2,Linz,15,1,deutsch,2000-11-02,9,9999-01-01,9,Die Vielfalt der Meinungen ihres Herausgebers und der Redakteure.,KA,"Erscheint ab 2004 in 2, ab ? in 4 Lokalausgaben"
150493,Neue Zeit [2],11,4,Linz,15,1,deutsch,1957-07-02,9,1990-01-02,9,KA,KA,"Erscheint ab 02.04.1946? in 3, ab 01.05.1969? in 4, ab 14.11.1970 in 5, ab 01.02.1972 in 6, ab 19.04.1985 in 8 Lokalausgaben / ab 01.07.1987 im Eigentum der Mitarbeiter:innen"
150550,Oberösterreichische Nachrichten,11,2,Linz,15,1,deutsch,1945-06-11,9,9999-01-01,9,"Die Oberösterreichischen Nachrichten sind eine überparteiliche und unabhängige Tageszeitung. Sie bekennen sich zur pluralistischen Gesellschaftsordnung der parlamentarischen Demokratie, zu den Prinzipien der sozialen Marktwirtschaft sowie zur Integration Europas und fühlen sich den Menschenrechten verpflichtet.",KA," zunächst Zeitung der US-amerrikanischen Besatzungsmacht, ab 08.10.1945-29.08.1946 Dreiparteienblatt /  ab 1989? in 5, ab 1998 in 6 Lokalausgaben "
152280,Oberösterreichisches Volksblatt,11,4,Linz,15,0,deutsch,2018-09-11,9,2023-12-30,9,"Das „Oberösterreichische Volksblatt“ versteht sich als regionales oberösterreichisches Medienhaus, das dem christlich-sozialen Gedankengut verpflichtet ist. Das „Oberösterreichische Volksblatt“ ist redaktionell unabhängig und widmet sich insbesondere den Interessen der Bewohner der Region im politischen, wirtschaftlichen, sportlichen, kulturellen und sozialen Bereich. Das „Oberösterreichische Volksblatt“ ist dem Ehrenkodex der österreichischen Presse verpflichtet.",KA,Soll ab 2024 als Monatsmagazin weitergeführt werden.
153280,Linzer Volksstimme ,11,99,Linz,15,0,deutsch,1923-03-31,9,1924-02-27,9,KA,KA,2 mal wöchentlich / Erscheint bis 25.09.1926 als Wochenzeitung
153900,Oberösterreichs Neue,11,2,Linz,15,0,deutsch,2006-08-21,9,2009-06-10,9,KA,KA,Gratiszeitung
156370,Neue Kronen-Zeitung - Ausgabe für Oberösterreich und Salzburg,11,2,Linz,15,0,deutsch,1974-09-01,9,1974-12-30,9,KA,KA,KA
158240,Österreich - Oberösterreich,11,2,Wien,15,0,deutsch,2006-09-01,9,9999-01-01,9,"Die Tageszeitung ÖSTERREICH ist unabhängig, kritisch, modern und ausschließlich ihren Lesern verpflichtet. In ihrer grundlegenden Richtung bekennt sich die Tageszeitung ÖSTERREICH zur demokratischen Republik Österreich und ihren Prinzipien, zu den Menschenrechten und zu einer an Gerechtigkeit und Nachhaltigkeit orientierten Gesellschaft. Daher tritt die Tageszeitung ÖSTERREICH insbesondere dafür ein, die parlamentarische Demokratie und den Rechtsstaat zu bewahren und zu fördern sowie die wirtschaftliche Wettbewerbsfähigkeit, beruhend auf den Grundsätzen der sozialen Marktwirtschaft, und die Eigenständigkeit Österreichs zu stärken. Zur grundlegenden Richtung des Mediums zählen auch Berichte über gesetzlich zulässige Werbeaktionen zur Förderung des Absatzes des Druckwerks ÖSTERREICH und allfälliger weiterer mit diesem Konzern verbundenen Print- und Onlinemedien. Die Tageszeitung ÖSTERREICH ist für Toleranz gegenüber allen ethnischen und religiösen Gruppen, lehnt politischen Extremismus und Totalitarismus ab. Die Redaktion der Tageszeitung ÖSTERREICH ist dem Ehrenkodex der österreichischen Presse verpflichtet. Sie bemüht sich in allen Bereichen um Fairness und Objektivität.",KA,KA
160020,Wahrheit!,11,4,Linz,15,0,deutsch,1906-01-01,9,1915-12-30,9,KA,KA,KA
160061,Demokratisches Volksblatt,11,4,Salzburg,16,0,deutsch,1945-10-23,9,1972-07-31,9,KA,KA,KA
160200,Kronen-Zeitung - Salzburg Krone,11,2,Salzburg,16,0,deutsch,2000-11-02,9,9999-01-01,9,Die Vielfalt der Meinungen ihres Herausgebers und der Redakteure.,KA,KA
160231,Kurier Ausgabe für Salzburg,11,2,KA,16,0,deutsch,1976-06-01,9,1977-09-10,9,KA,KA,KA
160232,Kurier - Salzburg,11,2,KA,16,0,deutsch,1992-08-29,9,1993-04-19,9,KA,KA,KA
160380,Neue Kronen-Zeitung - Ausgabe für Salzburg,11,2,Salzburg,16,0,deutsch,1975-01-01,9,2000-10-31,9,KA,KA,"ab 08.04.1977 Salzburg , ab 06.11.1983 Salzburg Krone"
160520,Neues Salzburger Tagblatt - Neue AZ,11,4,KA,16,0,deutsch,1985-10-16,9,1989-12-11,9,KA,KA,KA
160590,Österreichische Allgemeine Zeitung,11,4,Salzburg,16,0,deutsch,1949-12-01,9,1950-04-20,9,KA,KA,Nach Einstellung der 150010 Allgemeinen Tagespost mit Regionalnachrichten für Oberösterreich erschienen
160600,Salzburger Chronik ,11,4,Salzburg,16,0,deutsch,1867-01-02,9,1938-03-11,9,KA,KA,"02.01.1867-29.12.1881 3 mal wöchentlich erschienen, ab 01.01.1882 täglich"
160632,Neue Zeit und Salzburger Tagblatt - [Ausgabe für Salzburg],11,4,Linz,15,0,deutsch,1950-07-01,9,1957-07-01,9,KA,KA,KA
160633,Salzburger Tagblatt,11,4,Wien,16,0,deutsch,1957-07-02,9,1963-12-31,9,KA,KA,KA
160641,Salzburger Tagblatt,11,4,Salzburg,16,0,deutsch,1972-08-01,9,1984-08-31,9,KA,KA,KA
160642,Salzburger Tagblatt AZ,11,4,KA,16,0,deutsch,1984-09-01,9,1985-10-15,9,KA,KA,KA
160651,Salzburger Volksblatt [1],11,4,Salzburg,16,0,deutsch,1871-01-03,9,1942-11-14,9,KA,KA,"3 mal wöchentlich, ab 02.01.1874 täglich, ab 02.07.1874 3 mal wöchentlich, ab 02.01.1882 täglich"
160652,Salzburger Volksblatt [2],11,4,Salzburg,16,0,deutsch,1950-06-15,9,1979-04-14,9,KA,KA,Nach vorübergehender Einstellung 07.03.1985-10.01.1986 als Wochenzeitung erschienen
160653,Salzburger Volksblatt [3],11,4,Salzburg,16,0,deutsch,1986-01-14,9,1991-05-14,9,KA,KA,2 mal wöchentlich erschienen
160661,Salzburger Volkszeitung,11,4,Salzburg,16,0,deutsch,1945-10-23,9,1968-03-30,9,KA,KA,05.04.1968-29.10.1971 als Wochenzeitung unter dem Titel SVZ Salzburger Volkszeitung und Salzburger Volksbote erschienen (der Salzburger Volksbote war die Wochenzeitung des ÖVP-Bauernbundes)
160662,SVZ Salzburger Volkszeitung und Salzburger Volksbote ,11,4,Salzburg,16,0,deutsch,1971-11-03,9,1985-02-28,9,KA,KA,KA
160665,SVZ Salzburger Volkszeitung,11,4,Salzburg,16,0,deutsch,1985-03-01,9,2014-07-07,9,KA,KA,KA
160740,Salzburger Zeitung,11,4,Salzburg,16,0,deutsch,1938-03-12,9,1938-08-13,9,KA,KA,KA
160750,Salzburger Zeitung,11,4,Salzburg,16,0,deutsch,1942-11-16,9,1945-05-03,9,KA,KA,Zusammenlegung von > 160651 Salzburger Volksblatt mit > 181610 Salzburger Landeszeitung
160780,Tagblatt AZ,11,2,KA,16,0,deutsch,1989-12-12,9,1990-10-20,9,KA,KA,KA
160910,Volksstimme - Salzburg,11,4,Wien,16,0,deutsch,1964-01-01,9,1975-10-31,9,KA,KA,KA
166010,Salzburger Wacht,11,4,Salzburg,16,0,deutsch,1907-01-01,9,1934-02-12,9,KA,KA,KA
168240,Österreich - Salzburg,11,2,Wien,16,0,deutsch,2007-03-04,9,2021-12-31,1,KA,KA,KA
170008,Grazer Volkszeitung,11,2,Graz,17,0,deutsch,1945-05-10,9,1945-05-10,9,KA,KA,Am 09.05.1945 war bereits die letzte Ausgabe der > 7080 Tagespost im Verlag der demokratischen Grazer Volkszeitung erschienen.
170050,Eisenerzer Zeitung,11,99,Leoben,17,1,deutsch,1949-12-10,9,1953-08-29,9,KA,KA,2 mal wöchentlich
170070,Grazer antifaschistische Volkszeitung,11,6,Graz,17,0,deutsch,1945-05-11,9,1945-05-24,9,KA,KA,KA
170151,Kleine Zeitung,11,2,Graz,17,0,deutsch,1904-11-22,9,1945-05-24,9,KA,KA,KA
170240,Kurier - Steiermark,11,2,KA,17,0,deutsch,1987-04-03,9,1993-04-19,9,KA,KA,KA
170300,Mürztaler Volksstimme,11,5,Bruck an der Mur,17,1,deutsch,1945-09-26,9,1949-06-28,9,KA,KA,2 mal wöchentlich erschienen
170331,"Mürztaler, Der ",11,99,Leoben,17,1,deutsch,1934-10-03,9,1938-03-12,9,KA,KA,KA
170332,Mürztaler Zeitung,11,99,Leoben,17,0,deutsch,1949-05-14,9,1961-12-30,9,KA,KA,2-3 mal wöchentlich
170420,Neue Steirische Zeitung,11,6,Graz,17,0,deutsch,1945-05-25,9,1945-12-30,9,KA,KA,"Organ der demokratischen Einigung, ab 25.07.1945 Zeitung der britischen Besatzungsmacht"
170500,Neue Zeit,11,4,Graz,17,0,deutsch,1946-01-01,9,2001-04-29,9,KA,KA,KA
170508,Neue Zeit [[lokal]],11,4,Graz,17,1,deutsch,1946-04-02,9,9999-01-01,9,KA,KA,"Erscheint ab 02.04.1946? in 3, ab 01.05.1969? in 4, ab 14.11.1970 in 5, ab 01.02.1972 in 6, ab 19.04.1985 in 8 Lokalausgaben / ab 01.07.1987 im Eigentum der Mitarbeiter:innen"
170560,Obersteirer Volksstimme,11,2,Bruck an der Mur,17,1,deutsch,1949-07-02,9,1951-06-30,9,KA,KA,2 mal wöchentlich
170622,Obersteirische Volkszeitung [1],11,99,Leoben,17,1,deutsch,1895-01-03,9,1945-05-05,9,KA,KA,KA
170623,Obersteirische Volkszeitung [2],11,99,Leoben,17,1,deutsch,1949-12-10,9,1969-03-29,9,KA,KA,"2-3 mal wöchentlich / erscheint bis 20.12.1980 als Wochenzeitung, dann aufgegangen in > 170640 Obersteirische Zeitung - Obersteirische Volkszeitung"
170631,Leobener Zeitung,11,99,Leoben,17,1,deutsch,1924-12-17,9,1929-08-31,9,KA,KA,2 mal wöchentlich / fortgeführt 08.09.1929-27.11.1932 als Wochenzeitung Leobener Sonntagspost
170632,Obersteirische Volkspresse,11,99,Leoben,17,1,deutsch,1934-10-03,9,1938-03-12,9,KA,KA,2 mal wöchentlich / gegründet 04.12.1932 als Wochenzeitung
170633,Obersteirische Zeitung,11,99,Leoben,17,1,deutsch,1946-11-09,9,1980-12-30,9,KA,KA,"Erschien am 02.11.1946 zunächst als Wochenzeitung (nur eine Nummer), dann 2-3 mal wöchentlich"
170640,Obersteirische Zeitung – OVZ Obersteirische Volkszeitung,11,99,Leoben,17,1,deutsch,1981-01-10,9,1997-12-31,9,KA,KA,Zusammenlegung mit > 170623 Obersteirische Volkszeitung / erschienen bis 20.12.2008 als Wochenzeitung
170650,Obersteirisches Tagblatt,11,5,Leoben,17,1,deutsch,1945-05-15,9,1945-07-29,9,KA,KA,Zeitung der Obersteirischen Freiheitskämpfer
170660,Obersteirisches Volksblatt,11,7,Leoben,17,1,deutsch,1945-08-18,9,1945-11-14,9,KA,KA,Zeitung der britischen Besatzungsmacht
170220,Kronen-Zeitung - Steirerkrone ,11,2,Graz,17,1,deutsch,2000-11-02,9,9999-01-01,9,Die Vielfalt der Meinungen ihres Herausgebers und der Redakteure.,KA,"Erscheint in 2, ab 2004 in 5 Lokalausgaben"
170390,Neue Kronen-Zeitung - Ausgabe für die Steiermark,11,2,Graz,17,1,deutsch,1972-10-01,9,2000-10-21,9,KA,KA,"ab 13.02.1977 Steirerkrone / Erscheint ab 07.1985 in 2, ab 1989 in 3, ab 1991 in 5, ab 09.1993 in 2 Lokalausgaben"
170680,"Steirerblatt, Das ",11,4,Graz,17,1,deutsch,1946-01-01,9,1951-09-30,9,KA,KA,KA
170760,täglich Alles für die Steiermark,11,2,KA,17,0,deutsch,1992-10-11,9,1999-01-03,9,KA,KA,KA
170812,Tagespost - [Parteiamtliches Organ des Gaues Steiermark der NSDAP],11,4,Graz,17,0,deutsch,1938-01-12,9,1945-05-09,9,KA,KA,Die Ausgabe vom 09.05.1945 ist bereits im Verlag der demokratischen > 17008 Grazer Volkszeitung erschienen.
171041,"Wahrheit, Die",11,4,Graz,17,0,deutsch,1946-01-01,9,1952-04-30,9,KA,KA,KA
171042,Wahrheit und Volkswille,11,4,Graz,13,0,deutsch,1952-05-01,9,1971-01-31,9,KA,KA,KA
171043,W Wahrheit,11,4,Graz,17,0,deutsch,1971-02-02,9,1989-12-31,9,KA,KA,Das W im Titel fiel ab 14.04.1989 weg
171051,Weltpresse - Graz am Abend,11,7,Graz,17,0,deutsch,1947-12-08,9,1950-08-31,9,KA,KA,01.09.1950 - 31.08.1952 wurde die Abendausgabe der Wiener > 111920 Weltpresse nach Graz geliefert
171052,Weltpresse - Grazer Ausgabe,11,2,Graz,17,0,deutsch,1952-09-01,9,1957-02-28,9,KA,KA,KA
176010,Telegraf,11,2,Graz,17,0,deutsch,1855-01-01,4,1868-12-31,9,KA,KA,"25.03.1868 - 07.1868 wurde die Morgenausgabe (nach Eigentumswechsel) vorübergehend in Wien hergestellt und in Graz und Wien vertrieben, die Abendausgabe aber weiterhin in Graz hergesetellt, vgl.Fruhmann (2013)"
176020,"Presse, Die - Steiermark",11,2,Wien,17,0,deutsch,2003-02-28,9,2005-12-31,9,KA,KA,KA
176030,Arbeiterwille ,11,4,Graz,17,0,deutsch,1900-10-16,9,1934-02-11,9,KA,KA,01.07.1905 mit der 1900 gegründeten Kärntner Wochenzeitung Volkswille zusammengelegt
180031,Arbeiter-Zeitung - Ausgabe für Tirol,11,4,KA,18,0,deutsch,1957-03-01,9,1962-01-31,9,KA,KA,KA
180032,Arbeiter-Zeitung - Tiroler AZ,11,4,KA,18,0,deutsch,1968-04-03,9,1971-06-30,9,KA,KA,KA
180061,Außferner Bote [1],11,99,Reutte,18,1,deutsch,1927-10-08,9,1936-02-08,9,KA,KA,2 mal wöchentlich
180062,Außferner Bote [2],11,4,Reutte,18,1,deutsch,1938-03-16,9,1940-07-22,9,KA,KA,2 mal wöchentlich
180120,Deutsche Volks-Zeitung,11,4,Innsbruck,18,0,deutsch,1938-03-14,9,1939-04-25,9,KA,KA,KA
170811,Tagespost,11,2,Graz,17,0,deutsch,1856-01-17,9,1938-01-11,9,KA,KA,KA
180200,Kronen-Zeitung - Tiroler Krone,11,2,Innsbruck,18,0,deutsch,2000-11-02,9,9999-01-01,9,Die Vielfalt der Meinungen ihres Herausgebers und der Redakteure.,KA,KA
180251,Kurier Ausgabe für Tirol,11,2,KA,18,0,deutsch,1976-06-01,9,1977-09-10,9,KA,KA,11.09.1977-06.11.1983 erschien eine Sonntagsausgabe für Tirol
180252,Kurier - Tirol,11,2,KA,18,0,deutsch,1983-11-11,9,2012-12-31,9,KA,KA,KA
180400,Neue Kronen-Zeitung - Tiroler Krone,11,2,Innsbruck,18,0,deutsch,1992-09-13,9,2000-10-31,9,KA,KA,KA
180430,Neue Tageszeitung - [Ausgabe für Tirol],11,4,KA,18,0,deutsch,1950-06-01,9,1956-12-29,9,KA,KA,KA
180451,Neue Tiroler Zeitung - neue ,11,4,KA,18,0,deutsch,1973-05-26,9,1990-01-31,9,KA,KA,KA
180480,Neuer Außferner Bote,11,99,Reutte,18,1,deutsch,1936-02-29,9,1938-03-12,9,KA,KA,2 mal wöchentlich
180830,Tiroler AZ,11,4,KA,18,0,deutsch,1962-02-01,9,1968-04-02,9,KA,KA,KA
180840,Tiroler Nachrichten,11,5,Innsbruck,18,0,deutsch,1945-05-04,9,1945-05-04,9,KA,KA,In einer einzigen Ausgabe erschienene Zeitung der Österreichischen Widerstandsbewegung in Tirol
180851,Tiroler Nachrichten,11,4,KA,18,0,deutsch,1971-10-16,9,1973-05-25,9,KA,KA,KA
180860,Tiroler Neue Zeitung,11,4,Innsbruck,18,0,deutsch,1945-11-16,9,1950-05-31,9,KA,KA,KA
180920,Volksstimme - Ausgabe für Tirol,11,4,Wien,18,0,deutsch,1957-07-03,9,1963-05-31,9,KA,KA,KA
180971,Volkszeitung [1],11,4,Innsbruck,18,0,deutsch,1907-01-01,9,1938-03-12,9,KA,KA,"3 mal wöchentlich (vermutlich bereits vor 01.01.1907), ab 26.04.1911 täglich / Gegründet 10.12.1892 als 2-3 mal monatlich erscheinende Zeitung, vermutlich ab 01.1900 Wochenzeitung"
180972,Volkszeitung [2},11,4,Innsbruck,18,0,deutsch,1945-11-15,9,1957-02-28,9,KA,KA,KA
181610,Salzburger Landeszeitung,11,4,Salzburg,16,0,deutsch,1938-08-16,9,1942-11-15,9,KA,KA,Zusammengelegt mit > 160651 Salzburger Volksblatt
181830,Tiroler Bauern-Zeitung ,11,4,Innsbruck,18,0,deutsch,1938-03-22,9,1938-04-06,9,KA,KA,KA
300240,ATV2,30,2,Wien,20,0,deutsch,2011-12-01,9,9999-01-01,9,Erklärung über die grundlegende Richtung: ATV und ATV2 sind unabhängige private österreichische Fernsehsender.,KA,KA
300251,Puls TV,30,2,Wien,11,0,deutsch,2004-06-21,9,2008-01-27,9,KA,KA,"Seit 29.08.2005 Puls Café  auf Puls TV, Sat.1 Österreich, ProSieben Austria und kabel eins Austria (dort nur bis 2007) / Im August 2007 wurde der Sender von der damaligen ProSiebenSat.1 Media AG übernommen (Seit 29.08.2005 Puls Café  auf Puls TV, Sat.1 Österreich, ProSieben Austria und kabel eins Austria (dort nur bis 2007))"
178250,oe24 - Steiermark [[Gratis]],11,2,Wien,17,0,deutsch,2018-08-29,9,2021-12-31,1,KA,KA,KA
181900,Neue - Zeitung für Tirol,11,2,Innsbruck,18,0,deutsch,2004-09-25,9,2008-03-31,9,KA,KA,KA
183830,Tiroler Landbote ,11,4,Innsbruck,18,0,deutsch,1940-07-09,9,1944-08-29,9,KA,KA,KA
186010,Allgemeiner Tiroler Anzeiger,11,4,Innsbruck,18,0,deutsch,1907-12-15,9,1922-12-30,9,KA,KA,KA
186020,Tiroler Anzeiger,11,4,Innsbruck,18,0,deutsch,1923-01-02,9,1938-03-11,9,KA,KA,KA
186030,Tiroler Stimmen,11,99,Innsbruck,18,0,deutsch,1861-01-01,4,1868-12-31,4,KA,KA,KA
186040,Neue Tiroler Stimmen,11,99,Innsbruck,18,0,deutsch,1868-05-11,9,1919-11-15,9,KA,KA,Aufgegangen am 17.11.1919 in > 186010 Allgemeiner Tiroler Anzeiger
189060,Landbote,11,4,Innsbruck,18,0,deutsch,1944-09-01,9,1945-04-27,9,KA,KA,2 mal wöchentlich
189931,Volksstimme - Ausgabe für Tirol und Vorarlberg,11,4,Wien,18,0,deutsch,1957-01-01,9,1957-07-02,9,KA,KA,KA
190040,Arbeiter-Zeitung - Ausgabe für Vorarlberg,11,4,KA,19,0,deutsch,1957-03-01,9,1962-01-31,9,KA,KA,KA
190121,Feldkircher Anzeiger [1],11,99,Feldkirch,19,1,deutsch,1912-01-03,9,1917-05-19,9,KA,KA,2-3 mal wöchentlich
190122,Feldkircher Anzeiger [2],11,99,Feldkirch,19,1,deutsch,1919-01-01,9,1920-12-29,9,KA,KA,2 mal wöchentlich 
190200,Kronen-Zeitung - Vorarlberg,11,2,Bregenz,19,0,deutsch,2000-11-02,9,9999-01-01,9,Die Vielfalt der Meinungen ihres Herausgebers und der Redakteure.,KA,Redaktion ab 03.2015 in Bregenz
190260,Kurier - Vorarlberg,11,2,KA,19,0,deutsch,1983-11-11,9,1993-04-19,9,KA,KA,KA
190410,Neue Kronen-Zeitung - Vorarlberg,11,2,KA,19,0,deutsch,1988-03-06,9,2000-10-31,9,KA,KA,KA
190440,Neue Tageszeitung,11,4,Bregenz,19,0,deutsch,1950-06-01,9,1956-12-29,9,KA,KA,"01.01.1957-02.07.1957 aufgegangen in > 189931, 189932 Volksstimme - Ausgabe für Tirol und Vorarlberg"
190470,Neue Vorarlberger Tageszeitung,11,2,Bregenz,19,0,deutsch,1972-05-02,9,9999-01-01,9,"Die NEUE Vorarlberger Tageszeitung ist eine von allen politischen Parteien und Interessensvertretungen unabhängige Tageszeitung. Sie steht auf dem Boden christlicher Weltanschauung, tritt vorbehaltlos für eine plurale, demokratische Gesellschaftsordnung, die Eigenständigkeit der Bundesländer und die Unabhängigkeit der Republik ein.",KA,Ab 02.05.1975 redaktionelle Kooperation mit > 170150 Kleine Zeitung
190820,Tageszeitung,11,4,Bregenz,19,0,deutsch,1945-11-20,9,1950-05-31,9,KA,KA,KA
190940,Volksstimme - Ausgabe für Vorarlberg,11,4,Wien,19,0,deutsch,1957-07-03,9,1960-11-30,9,KA,KA,bis 05.05.1967 erschien noch eine Wochenendausgabe für Vorarlberg
190980,Vorarlberger AZ,11,4,KA,19,0,deutsch,1962-02-01,9,1968-04-02,9,KA,KA,KA
191000,Vorarlberger Tagesnachrichten,11,4,Bregenz,19,0,deutsch,1945-11-16,9,1945-11-19,9,KA,KA,KA
191011,Vorarlberger Volksblatt [1],11,4,Bregenz,19,0,deutsch,1887-01-01,9,1938-03-11,9,KA,KA,"2 mal wöchentlich, ab 01.01.1887 täglich"
191012,Vorarlberger Volksblatt [2],11,4,Bregenz,19,0,deutsch,1945-11-16,9,1972-04-28,9,KA,KA,KA
191020,Vorarlberger Volkswille,11,4,Feldkirch,19,0,deutsch,1945-11-15,9,1957-02-28,9,KA,KA,"Feldkirch bis 04.01.1950 Redaktionsort, danach Innsbruck"
191980,Vorarlberger Landbote,11,4,Innsbruck,18,0,deutsch,1940-07-10,9,1944-08-30,9,KA,KA,2 mal wöchentlich /Aufgegangen in > 189060 Landbote
191990,Vorarlberger Oberland,11,4,Feldkirch,19,0,deutsch,1938-08-03,9,1940-06-01,9,KA,KA,2-3 mal wöchentlich
